CRE;SECTION;CANDIDATURE;GENRE;EFFECTIF
Tunis 2;sciences techniques;Privé;M;74
Tunis 2;sciences techniques;Privé;F;22
Tunis 2;sciences techniques;Libre;M;28
Tunis 2;sciences techniques;Libre;F;21
Tunis 2;sciences de l'informatique;Public;M;402
Tunis 2;sciences de l'informatique;Public;F;286
Tunis 2;sciences de l'informatique;Privé;M;124
Tunis 2;sciences de l'informatique;Privé;F;26
Tunis 2;sciences de l'informatique;Libre;M;18
Tunis 2;sciences de l'informatique;Libre;F;14
Tunis 2;sport;Public;M;21
Tunis 2;sport;Public;F;17
Ariana;lettres;Public;M;120
Ariana;lettres;Public;F;573
Ariana;lettres;Privé;M;10
Ariana;lettres;Privé;F;29
Ariana;lettres;Libre;M;14
Ariana;lettres;Libre;F;50
Ariana;mathématiques;Public;M;277
Ariana;mathématiques;Public;F;257
Ariana;mathématiques;Privé;M;1
Ariana;mathématiques;Libre;F;9
Ariana;mathématiques;Libre;M;12
Ariana;sciences expérimentales;Public;F;231
Ariana;sciences expérimentales;Public;M;944
Ariana;sciences expérimentales;Privé;F;17
Ariana;sciences expérimentales;Privé;M;41
Ariana;sciences expérimentales;Libre;F;19
Ariana;sciences expérimentales;Libre;M;64
Ariana;économie&gestion;Public;F;696
Ariana;économie&gestion;Public;M;1228
Ariana;économie&gestion;Privé;F;278
Ariana;économie&gestion;Privé;M;178
Ariana;économie&gestion;Libre;F;26
Ariana;économie&gestion;Libre;M;68
Ariana;sciences techniques;Public;F;332
Ariana;sciences techniques;Public;M;175
Ariana;sciences techniques;Privé;F;6
Ariana;sciences techniques;Privé;M;2
Ariana;sciences techniques;Libre;F;21
Ariana;sciences techniques;Libre;M;12
Ariana;sciences de l'informatique;Public;F;541
Ariana;sciences de l'informatique;Public;M;330
Ariana;sciences de l'informatique;Privé;F;68
Ariana;sciences de l'informatique;Privé;M;22
Ariana;sciences de l'informatique;Libre;F;21
Ariana;sciences de l'informatique;Libre;M;18
Ariana;sport;Public;F;18
Ariana;sport;Public;M;15
Ariana;sport;Libre;F;1
Mannouba;lettres;Public;M;122
Mannouba;lettres;Public;F;498
Mannouba;lettres;Privé;M;24
Mannouba;lettres;Privé;F;35
Mannouba;lettres;Libre;M;19
Mannouba;lettres;Libre;F;36
Mannouba;mathématiques;Public;M;129
Mannouba;mathématiques;Public;F;160
Mannouba;mathématiques;Libre;M;8
Mannouba;mathématiques;Libre;F;5
Mannouba;sciences expérimentales;Public;M;150
Mannouba;sciences expérimentales;Public;F;724
Mannouba;sciences expérimentales;Privé;M;26
Mannouba;sciences expérimentales;Privé;F;51
Mannouba;sciences expérimentales;Libre;M;11
Mannouba;sciences expérimentales;Libre;F;46
Mannouba;économie&gestion;Public;M;533
Mannouba;économie&gestion;Public;F;961
Mannouba;économie&gestion;Privé;M;237
Mannouba;économie&gestion;Privé;F;124
Mannouba;économie&gestion;Libre;M;36
Mannouba;économie&gestion;Libre;F;46
Mannouba;sciences techniques;Public;M;436
Mannouba;sciences techniques;Public;F;269
Mannouba;sciences techniques;Privé;M;16
Mannouba;sciences techniques;Privé;F;4
Mannouba;sciences techniques;Libre;M;20
Mannouba;sciences techniques;Libre;F;5
Mannouba;sciences de l'informatique;Public;M;359
Mannouba;sciences de l'informatique;Public;F;169
Mannouba;sciences de l'informatique;Privé;M;29
Mannouba;sciences de l'informatique;Privé;F;12
Mannouba;sciences de l'informatique;Libre;M;9
Mannouba;sciences de l'informatique;Libre;F;8
Mannouba;sport;Public;M;25
Mannouba;sport;Public;F;19
Ben Arous;lettres;Public;M;178
Ben Arous;lettres;Public;F;669
Ben Arous;lettres;Privé;M;51
Ben Arous;lettres;Privé;F;101
Ben Arous;lettres;Libre;M;28
Ben Arous;lettres;Libre;F;57
Ben Arous;mathématiques;Public;M;299
Ben Arous;mathématiques;Public;F;280
Ben Arous;mathématiques;Privé;M;2
Ben Arous;mathématiques;Privé;F;2
Ben Arous;mathématiques;Libre;M;10
Ben Arous;mathématiques;Libre;F;9
Ben Arous;sciences expérimentales;Public;M;324
Ben Arous;sciences expérimentales;Public;F;1165
Ben Arous;sciences expérimentales;Privé;M;31
Ben Arous;sciences expérimentales;Privé;F;77
Ben Arous;sciences expérimentales;Libre;M;20
Ben Arous;sciences expérimentales;Libre;F;75
Ben Arous;économie&gestion;Public;M;982
Ben Arous;économie&gestion;Public;F;1577
Ben Arous;économie&gestion;Privé;M;462
Ben Arous;économie&gestion;Privé;F;354
Ben Arous;économie&gestion;Libre;M;61
Ben Arous;économie&gestion;Libre;F;93
Ben Arous;sciences techniques;Public;M;495
Ben Arous;sciences techniques;Public;F;322
Ben Arous;sciences techniques;Privé;M;30
Ben Arous;sciences techniques;Privé;F;13
Ben Arous;sciences techniques;Libre;M;19
Ben Arous;sciences techniques;Libre;F;29
Ben Arous;sciences de l'informatique;Public;M;816
Ben Arous;sciences de l'informatique;Public;F;389
Ben Arous;sciences de l'informatique;Privé;M;128
Ben Arous;sciences de l'informatique;Privé;F;52
Ben Arous;sciences de l'informatique;Libre;M;26
Ben Arous;sciences de l'informatique;Libre;F;21
Ben Arous;sport;Public;M;23
Ben Arous;sport;Public;F;14
Zaghouan;lettres;Public;M;83
Zaghouan;lettres;Public;F;322
Zaghouan;lettres;Privé;M;51
Zaghouan;lettres;Privé;F;32
Zaghouan;lettres;Libre;M;10
Zaghouan;lettres;Libre;F;24
Zaghouan;mathématiques;Public;M;36
Zaghouan;mathématiques;Public;F;33
Zaghouan;mathématiques;Libre;M;4
Zaghouan;sciences expérimentales;Public;F;59
Zaghouan;sciences expérimentales;Public;M;254
Zaghouan;sciences expérimentales;Libre;F;5
Zaghouan;sciences expérimentales;Libre;M;17
Zaghouan;économie&gestion;Public;F;244
Zaghouan;économie&gestion;Public;M;451
Zaghouan;économie&gestion;Privé;F;60
Zaghouan;économie&gestion;Privé;M;34
Zaghouan;économie&gestion;Libre;F;15
Zaghouan;économie&gestion;Libre;M;18
Zaghouan;sciences techniques;Public;F;184
Zaghouan;sciences techniques;Public;M;142
Zaghouan;sciences techniques;Libre;F;14
Zaghouan;sciences techniques;Libre;M;13
Zaghouan;sciences de l'informatique;Public;F;35
Zaghouan;sciences de l'informatique;Public;M;24
Zaghouan;sciences de l'informatique;Libre;F;1
Zaghouan;sciences de l'informatique;Libre;M;2
Zaghouan;sport;Public;F;9
Zaghouan;sport;Public;M;9
Bizerte;lettres;Public;F;191
Bizerte;lettres;Public;M;834
Bizerte;lettres;Privé;F;52
Bizerte;lettres;Privé;M;75
Bizerte;lettres;Libre;F;10
Bizerte;lettres;Libre;M;38
Bizerte;mathématiques;Public;F;185
Bizerte;mathématiques;Public;M;245
Bizerte;mathématiques;Privé;F;15
Bizerte;mathématiques;Privé;M;11
Bizerte;mathématiques;Libre;F;3
Bizerte;mathématiques;Libre;M;6
Bizerte;sciences expérimentales;Public;F;206
Bizerte;sciences expérimentales;Public;M;977
Bizerte;sciences expérimentales;Privé;F;34
Bizerte;sciences expérimentales;Privé;M;58
Bizerte;sciences expérimentales;Libre;F;23
Bizerte;sciences expérimentales;Libre;M;48
Bizerte;économie&gestion;Public;F;776
Bizerte;économie&gestion;Public;M;1487
Bizerte;économie&gestion;Privé;F;330
Bizerte;économie&gestion;Privé;M;278
Bizerte;économie&gestion;Libre;F;44
Bizerte;économie&gestion;Libre;M;62
Bizerte;sciences techniques;Public;F;518
Bizerte;sciences techniques;Public;M;254
Bizerte;sciences techniques;Privé;F;29
Bizerte;sciences techniques;Privé;M;6
Bizerte;sciences techniques;Libre;F;33
Bizerte;sciences techniques;Libre;M;16
Bizerte;sciences de l'informatique;Public;F;355
Bizerte;sciences de l'informatique;Public;M;193
Bizerte;sciences de l'informatique;Privé;F;40
Bizerte;sciences de l'informatique;Privé;M;12
Bizerte;sciences de l'informatique;Libre;F;10
Bizerte;sciences de l'informatique;Libre;M;3
Bizerte;sport;Public;F;20
Bizerte;sport;Public;M;22
Bizerte;sport;Libre;F;1
Béja;lettres;Public;M;136
Béja;lettres;Public;F;688
Béja;lettres;Privé;M;45
Béja;lettres;Privé;F;36
Béja;lettres;Libre;M;8
Béja;lettres;Libre;F;24
Béja;mathématiques;Public;M;62
Béja;mathématiques;Public;F;58
Béja;mathématiques;Libre;M;5
Béja;mathématiques;Libre;F;1
Béja;sciences expérimentales;Public;M;130
Béja;sciences expérimentales;Public;F;513
Béja;sciences expérimentales;Privé;M;83
Béja;sciences expérimentales;Privé;F;30
Béja;sciences expérimentales;Libre;M;6
Béja;sciences expérimentales;Libre;F;33
Béja;économie&gestion;Public;M;363
Béja;économie&gestion;Public;F;675
Béja;économie&gestion;Privé;M;91
Béja;économie&gestion;Privé;F;37
Béja;économie&gestion;Libre;M;19
Béja;économie&gestion;Libre;F;22
Béja;sciences techniques;Public;M;338
Béja;sciences techniques;Public;F;214
Béja;sciences techniques;Libre;M;8
Béja;sciences techniques;Libre;F;9
Béja;sciences de l'informatique;Public;M;87
Béja;sciences de l'informatique;Public;F;53
Béja;sciences de l'informatique;Privé;M;8
Béja;sciences de l'informatique;Privé;F;4
Béja;sciences de l'informatique;Libre;M;4
Béja;sciences de l'informatique;Libre;F;2
Béja;sport;Public;M;37
Béja;sport;Public;F;17
Béja;sport;Libre;M;3
Béja;sport;Libre;F;1
Jendouba;lettres;Public;M;259
Jendouba;lettres;Public;F;906
Jendouba;lettres;Privé;M;103
Jendouba;lettres;Privé;F;63
Jendouba;lettres;Libre;M;25
Jendouba;lettres;Libre;F;56
Jendouba;mathématiques;Public;M;72
Jendouba;mathématiques;Public;F;119
Jendouba;mathématiques;Libre;M;2
Jendouba;sciences expérimentales;Public;F;137
Jendouba;sciences expérimentales;Public;M;624
Jendouba;sciences expérimentales;Privé;F;25
Jendouba;sciences expérimentales;Privé;M;15
Jendouba;sciences expérimentales;Libre;F;11
Jendouba;sciences expérimentales;Libre;M;45
Jendouba;économie&gestion;Public;F;482
Jendouba;économie&gestion;Public;M;883
Jendouba;économie&gestion;Privé;F;132
Jendouba;économie&gestion;Privé;M;62
Jendouba;économie&gestion;Libre;F;36
Jendouba;économie&gestion;Libre;M;66
Jendouba;sciences techniques;Public;F;325
Jendouba;sciences techniques;Public;M;313
Jendouba;sciences techniques;Libre;F;25
Jendouba;sciences techniques;Libre;M;16
Jendouba;sciences de l'informatique;Public;F;155
Jendouba;sciences de l'informatique;Public;M;102
Jendouba;sciences de l'informatique;Libre;F;5
Jendouba;sciences de l'informatique;Libre;M;7
Jendouba;sport;Public;F;27
Jendouba;sport;Public;M;12
Siliana;lettres;Public;F;217
Siliana;lettres;Public;M;602
Siliana;lettres;Privé;F;115
Siliana;lettres;Privé;M;39
Siliana;lettres;Libre;F;28
Siliana;lettres;Libre;M;40
Siliana;mathématiques;Public;F;46
Siliana;mathématiques;Public;M;56
Siliana;mathématiques;Libre;F;3
Siliana;mathématiques;Libre;M;1
Siliana;sciences expérimentales;Public;F;94
Siliana;sciences expérimentales;Public;M;392
Siliana;sciences expérimentales;Libre;F;5
Siliana;sciences expérimentales;Libre;M;18
Siliana;économie&gestion;Public;F;264
Siliana;économie&gestion;Public;M;437
Siliana;économie&gestion;Libre;F;7
Siliana;économie&gestion;Libre;M;24
Siliana;sciences techniques;Public;F;242
Siliana;sciences techniques;Public;M;173
Siliana;sciences techniques;Libre;F;10
Siliana;sciences techniques;Libre;M;4
Siliana;sciences de l'informatique;Public;F;67
Siliana;sciences de l'informatique;Public;M;49
Siliana;sciences de l'informatique;Libre;F;1
Siliana;sciences de l'informatique;Libre;M;2
Siliana;sport;Public;F;13
Siliana;sport;Public;M;12
Le Kef;lettres;Public;F;266
Le Kef;lettres;Public;M;731
Le Kef;lettres;Privé;F;187
Le Kef;lettres;Privé;M;99
Le Kef;lettres;Libre;F;28
Le Kef;lettres;Libre;M;35
Le Kef;mathématiques;Public;F;55
Le Kef;mathématiques;Public;M;40
Le Kef;mathématiques;Libre;F;2
Le Kef;mathématiques;Libre;M;4
Le Kef;sciences expérimentales;Public;F;155
Le Kef;sciences expérimentales;Public;M;521
Le Kef;sciences expérimentales;Libre;F;6
Le Kef;sciences expérimentales;Libre;M;28
Le Kef;économie&gestion;Public;F;323
Le Kef;économie&gestion;Public;M;412
Le Kef;économie&gestion;Libre;F;7
Le Kef;économie&gestion;Libre;M;15
Le Kef;sciences techniques;Public;F;265
Le Kef;sciences techniques;Public;M;162
Le Kef;sciences techniques;Libre;F;6
Le Kef;sciences techniques;Libre;M;6
Le Kef;sciences de l'informatique;Public;F;49
Le Kef;sciences de l'informatique;Public;M;18
Le Kef;sciences de l'informatique;Libre;F;3
Le Kef;sciences de l'informatique;Libre;M;1
Le Kef;sport;Public;F;18
Le Kef;sport;Public;M;11
Le Kef;sport;Libre;F;2
Kasserine;lettres;Public;M;374
Kasserine;lettres;Public;F;1192
Kasserine;lettres;Privé;M;365
Kasserine;lettres;Privé;F;239
Kasserine;lettres;Libre;M;60
Kasserine;lettres;Libre;F;116
Kasserine;mathématiques;Public;M;53
Kasserine;mathématiques;Public;F;74
Kasserine;mathématiques;Privé;M;16
Kasserine;mathématiques;Privé;F;21
Kasserine;mathématiques;Libre;M;2
Kasserine;mathématiques;Libre;F;5
Kasserine;sciences expérimentales;Public;M;302
Kasserine;sciences expérimentales;Public;F;892
Kasserine;sciences expérimentales;Privé;M;55
Kasserine;sciences expérimentales;Privé;F;79
Kasserine;sciences expérimentales;Libre;M;15
Kasserine;sciences expérimentales;Libre;F;46
Kasserine;économie&gestion;Public;M;337
Kasserine;économie&gestion;Public;F;685
Kasserine;économie&gestion;Privé;M;94
Kasserine;économie&gestion;Privé;F;56
Kasserine;économie&gestion;Libre;M;25
Kasserine;économie&gestion;Libre;F;40
Kasserine;sciences techniques;Public;M;327
Kasserine;sciences techniques;Public;F;192
Kasserine;sciences techniques;Libre;M;26
Kasserine;sciences techniques;Libre;F;18
Kasserine;sciences de l'informatique;Public;M;121
Kasserine;sciences de l'informatique;Public;F;77
Kasserine;sciences de l'informatique;Privé;M;12
Kasserine;sciences de l'informatique;Privé;F;6
Kasserine;sciences de l'informatique;Libre;M;4
Kasserine;sciences de l'informatique;Libre;F;8
Kasserine;sport;Public;M;35
Kasserine;sport;Public;F;22
Sidi Bouzid;lettres;Public;M;323
Sidi Bouzid;lettres;Public;F;797
Sidi Bouzid;lettres;Privé;M;169
Sidi Bouzid;lettres;Privé;F;108
Sidi Bouzid;lettres;Libre;M;97
Sidi Bouzid;lettres;Libre;F;173
Sidi Bouzid;mathématiques;Public;M;73
Sidi Bouzid;mathématiques;Public;F;76
Sidi Bouzid;mathématiques;Privé;M;6
Sidi Bouzid;mathématiques;Privé;F;5
Sidi Bouzid;mathématiques;Libre;M;6
Sidi Bouzid;mathématiques;Libre;F;3
Sidi Bouzid;sciences expérimentales;Public;M;172
Sidi Bouzid;sciences expérimentales;Public;F;603
Sidi Bouzid;sciences expérimentales;Privé;M;54
Sidi Bouzid;sciences expérimentales;Privé;F;82
Sidi Bouzid;sciences expérimentales;Libre;M;21
Sidi Bouzid;sciences expérimentales;Libre;F;44
Sidi Bouzid;économie&gestion;Public;M;407
Sidi Bouzid;économie&gestion;Public;F;802
Sidi Bouzid;économie&gestion;Privé;M;130
Sidi Bouzid;économie&gestion;Privé;F;82
Sidi Bouzid;économie&gestion;Libre;M;48
Sidi Bouzid;économie&gestion;Libre;F;76
Sidi Bouzid;sciences techniques;Public;M;433
Sidi Bouzid;sciences techniques;Public;F;302
Sidi Bouzid;sciences techniques;Privé;M;63
Sidi Bouzid;sciences techniques;Privé;F;16
Sidi Bouzid;sciences techniques;Libre;M;40
Sidi Bouzid;sciences techniques;Libre;F;27
Sidi Bouzid;sciences de l'informatique;Public;M;104
Sidi Bouzid;sciences de l'informatique;Public;F;28
Sidi Bouzid;sciences de l'informatique;Libre;M;12
Sidi Bouzid;sciences de l'informatique;Libre;F;7
Sidi Bouzid;sport;Public;M;44
Sidi Bouzid;sport;Public;F;29
Gafsa;lettres;Public;M;401
Gafsa;lettres;Public;F;963
Gafsa;lettres;Privé;M;136
Gafsa;lettres;Privé;F;90
Gafsa;lettres;Libre;M;62
Gafsa;lettres;Libre;F;106
Gafsa;mathématiques;Public;M;36
Gafsa;mathématiques;Public;F;56
Gafsa;mathématiques;Privé;M;21
Gafsa;mathématiques;Privé;F;13
Gafsa;mathématiques;Libre;M;2
Gafsa;mathématiques;Libre;F;7
Gafsa;sciences expérimentales;Public;M;300
Gafsa;sciences expérimentales;Public;F;958
Gafsa;sciences expérimentales;Privé;M;266
Gafsa;sciences expérimentales;Privé;F;211
Gafsa;sciences expérimentales;Libre;M;41
Gafsa;sciences expérimentales;Libre;F;71
Gafsa;économie&gestion;Public;M;173
Gafsa;économie&gestion;Public;F;418
Gafsa;économie&gestion;Privé;M;29
Gafsa;économie&gestion;Privé;F;45
Gafsa;économie&gestion;Libre;M;10
Gafsa;économie&gestion;Libre;F;28
Gafsa;sciences techniques;Public;M;355
Gafsa;sciences techniques;Public;F;245
Gafsa;sciences techniques;Privé;M;47
Gafsa;sciences techniques;Privé;F;16
Gafsa;sciences techniques;Libre;M;23
Gafsa;sciences techniques;Libre;F;20
Gafsa;sciences de l'informatique;Public;M;149
Gafsa;sciences de l'informatique;Public;F;123
Gafsa;sciences de l'informatique;Privé;M;13
Gafsa;sciences de l'informatique;Privé;F;6
Gafsa;sciences de l'informatique;Libre;M;11
Gafsa;sciences de l'informatique;Libre;F;9
Gafsa;sport;Public;M;38
Gafsa;sport;Public;F;27
Gafsa;sport;Libre;M;2
Tozeur;lettres;Public;F;62
Tozeur;lettres;Public;M;191
Tozeur;lettres;Privé;F;25
Tozeur;lettres;Privé;M;22
Tozeur;lettres;Libre;F;10
Tozeur;lettres;Libre;M;19
Tozeur;mathématiques;Public;F;22
Tozeur;mathématiques;Public;M;30
Tozeur;mathématiques;Privé;F;4
Tozeur;mathématiques;Privé;M;6
Tozeur;sciences expérimentales;Public;F;75
Tozeur;sciences expérimentales;Public;M;274
Tozeur;sciences expérimentales;Privé;F;5
Tozeur;sciences expérimentales;Privé;M;18
Tozeur;sciences expérimentales;Libre;F;6
Tozeur;sciences expérimentales;Libre;M;20
Tozeur;économie&gestion;Public;F;114
Tozeur;économie&gestion;Public;M;246
Tozeur;économie&gestion;Privé;F;47
Tozeur;économie&gestion;Privé;M;32
Tozeur;économie&gestion;Libre;F;8
Tozeur;économie&gestion;Libre;M;10
Tozeur;sciences techniques;Public;F;162
Tozeur;sciences techniques;Public;M;130
Tozeur;sciences techniques;Libre;F;14
Tozeur;sciences techniques;Libre;M;8
Tozeur;sciences de l'informatique;Public;F;32
Tozeur;sciences de l'informatique;Public;M;30
Tozeur;sciences de l'informatique;Privé;F;27
Tozeur;sciences de l'informatique;Privé;M;4
Tozeur;sciences de l'informatique;Libre;F;6
Tozeur;sciences de l'informatique;Libre;M;1
Tozeur;sport;Public;F;18
Tozeur;sport;Public;M;7
Tozeur;sport;Libre;F;2
Kébili;lettres;Public;M;72
Kébili;lettres;Public;F;272
Kébili;lettres;Privé;M;17
Kébili;lettres;Privé;F;20
Kébili;lettres;Libre;M;18
Kébili;lettres;Libre;F;18
Kébili;mathématiques;Public;M;31
Kébili;mathématiques;Public;F;33
Kébili;mathématiques;Libre;M;3
Kébili;mathématiques;Libre;F;2
Kébili;sciences expérimentales;Public;M;82
Kébili;sciences expérimentales;Public;F;396
Kébili;sciences expérimentales;Privé;M;2
Kébili;sciences expérimentales;Privé;F;6
Kébili;sciences expérimentales;Libre;M;4
Kébili;sciences expérimentales;Libre;F;17
Kébili;économie&gestion;Public;M;148
Kébili;économie&gestion;Public;F;395
Kébili;économie&gestion;Privé;M;134
Kébili;économie&gestion;Privé;F;96
Kébili;économie&gestion;Libre;M;15
Kébili;économie&gestion;Libre;F;34
Kébili;sciences techniques;Public;M;176
Kébili;sciences techniques;Public;F;154
Kébili;sciences techniques;Libre;M;4
Kébili;sciences techniques;Libre;F;9
Kébili;sciences de l'informatique;Public;M;55
Kébili;sciences de l'informatique;Public;F;48
Kébili;sciences de l'informatique;Libre;M;1
Kébili;sciences de l'informatique;Libre;F;1
Kébili;sport;Public;M;26
Kébili;sport;Public;F;15
Kébili;sport;Libre;M;1
Kébili;sport;Libre;F;1
Tataouine;lettres;Public;M;23
Tataouine;lettres;Public;F;198
Tataouine;lettres;Privé;M;10
Tataouine;lettres;Privé;F;41
Tataouine;lettres;Libre;M;2
Tataouine;lettres;Libre;F;22
Tataouine;mathématiques;Public;M;9
Tataouine;mathématiques;Public;F;14
Tataouine;mathématiques;Libre;M;4
Tataouine;sciences expérimentales;Public;F;65
Tataouine;sciences expérimentales;Public;M;284
Tataouine;sciences expérimentales;Privé;F;15
Tataouine;sciences expérimentales;Privé;M;20
Tataouine;sciences expérimentales;Libre;F;6
Tataouine;sciences expérimentales;Libre;M;27
Tataouine;économie&gestion;Public;F;93
Tataouine;économie&gestion;Public;M;302
Tataouine;économie&gestion;Privé;F;28
Tataouine;économie&gestion;Privé;M;24
Tataouine;économie&gestion;Libre;F;7
Tataouine;économie&gestion;Libre;M;19
Tataouine;sciences techniques;Public;F;114
Tataouine;sciences techniques;Public;M;77
Tataouine;sciences techniques;Libre;F;8
Tataouine;sciences techniques;Libre;M;5
Tataouine;sciences de l'informatique;Public;F;42
Tataouine;sciences de l'informatique;Public;M;25
Tataouine;sciences de l'informatique;Libre;F;3
Médenine;lettres;Public;M;98
Médenine;lettres;Public;F;680
Médenine;lettres;Privé;M;50
Médenine;lettres;Privé;F;51
Médenine;lettres;Libre;M;18
Médenine;lettres;Libre;F;58
Médenine;mathématiques;Public;M;130
Médenine;mathématiques;Public;F;135
Médenine;mathématiques;Libre;M;8
Médenine;mathématiques;Libre;F;4
Médenine;sciences expérimentales;Public;M;189
Médenine;sciences expérimentales;Public;F;882
Médenine;sciences expérimentales;Privé;M;17
Médenine;sciences expérimentales;Privé;F;32
Médenine;sciences expérimentales;Libre;M;20
Médenine;sciences expérimentales;Libre;F;43
Médenine;économie&gestion;Public;M;317
Médenine;économie&gestion;Public;F;1015
Médenine;économie&gestion;Privé;M;75
Médenine;économie&gestion;Privé;F;126
Médenine;économie&gestion;Libre;M;19
Médenine;économie&gestion;Libre;F;62
Médenine;sciences techniques;Public;M;336
Médenine;sciences techniques;Public;F;283
Médenine;sciences techniques;Privé;M;29
Médenine;sciences techniques;Privé;F;15
Médenine;sciences techniques;Libre;M;27
Médenine;sciences techniques;Libre;F;16
Médenine;sciences de l'informatique;Public;M;287
Médenine;sciences de l'informatique;Public;F;155
Médenine;sciences de l'informatique;Privé;M;44
Médenine;sciences de l'informatique;Privé;F;18
Médenine;sciences de l'informatique;Libre;M;8
Médenine;sciences de l'informatique;Libre;F;14
Médenine;sport;Public;M;26
Médenine;sport;Public;F;13
Médenine;sport;Libre;M;1
Gabès;lettres;Public;F;99
Gabès;lettres;Public;M;538
Gabès;lettres;Privé;F;23
Gabès;lettres;Privé;M;59
Gabès;lettres;Libre;F;9
Gabès;lettres;Libre;M;43
Gabès;mathématiques;Public;F;91
Gabès;mathématiques;Public;M;124
Gabès;mathématiques;Privé;F;4
Gabès;mathématiques;Privé;M;3
Gabès;mathématiques;Libre;F;5
Gabès;mathématiques;Libre;M;6
Gabès;sciences expérimentales;Public;F;154
Gabès;sciences expérimentales;Public;M;777
Gabès;sciences expérimentales;Privé;F;48
Gabès;sciences expérimentales;Privé;M;53
Gabès;sciences expérimentales;Libre;F;18
Gabès;sciences expérimentales;Libre;M;39
Gabès;économie&gestion;Public;F;311
Gabès;économie&gestion;Public;M;884
Gabès;économie&gestion;Privé;F;113
Gabès;économie&gestion;Privé;M;136
Gabès;économie&gestion;Libre;F;23
Gabès;économie&gestion;Libre;M;43
Gabès;sciences techniques;Public;F;331
Gabès;sciences techniques;Public;M;212
Gabès;sciences techniques;Privé;F;1
Gabès;sciences techniques;Privé;M;3
Gabès;sciences techniques;Libre;F;14
Gabès;sciences techniques;Libre;M;16
Gabès;sciences de l'informatique;Public;F;146
Gabès;sciences de l'informatique;Public;M;89
Gabès;sciences de l'informatique;Privé;F;65
Gabès;sciences de l'informatique;Privé;M;27
Gabès;sciences de l'informatique;Libre;F;3
Gabès;sciences de l'informatique;Libre;M;4
Gabès;sport;Public;F;22
Gabès;sport;Public;M;28
Sfax 1;lettres;Public;F;107
Sfax 1;lettres;Public;M;514
Sfax 1;lettres;Privé;F;51
Sfax 1;lettres;Privé;M;82
Sfax 1;lettres;Libre;F;16
Sfax 1;lettres;Libre;M;47
Sfax 1;mathématiques;Public;F;350
Sfax 1;mathématiques;Public;M;340
Sfax 1;mathématiques;Privé;F;6
Sfax 1;mathématiques;Privé;M;1
Sfax 1;mathématiques;Libre;F;6
Sfax 1;mathématiques;Libre;M;4
Sfax 1;sciences expérimentales;Public;F;281
Sfax 1;sciences expérimentales;Public;M;980
Sfax 1;sciences expérimentales;Privé;F;44
Sfax 1;sciences expérimentales;Privé;M;84
